NrKR;ROURO;MURO;RAHF;NRMATKI;RMHF;NROJCA;ROHF;ROKWY;MIEWY;KGMLE;KGT£U;PRT£U;KGBIA£;PRBIA£
88109470;1996;5;0.81;78141632;0.62;9042443;1;1999;3;7115;325;4.57;243;3.41
88102905;1995;10;0.78;78167317;0.81;583701;0.75;1998;7;5890;242;4.11;193;3.28
78150392;1991;12;0.75;68156277;0.5;2478447;1;1994;9;4973;194;3.9;152;3.06
78169477;1993;5;0.84;681537573;0.75;4472340;0.94;1995;10;4477;188;4.2;138;3.08
88102938;1995;12;0.68;78141521;0.37;1841142;1;1998;7;6138;249;4.06;204;3.32
88102888;1995;10;0.75;78167311;0.75;583701;0.75;1998;7;5686;237;4.17;189;3.33
78169407;1993;9;0.78;78133994;0.75;556209;0.81;1996;1;4830;213;4.4;154;3.19
78169447;1994;3;0.87;68172329;0.75;546745;1;1996;9;3896;165;4.24;120;3.08
88109524;1996;4;0.84;78145742;0.68;9042348;1;1998;12;7132;344;4.82;242;3.4
88102931;1995;10;0.59;68124786;0.68;1248615;0.5;1998;7;6505;277;4.26;229;3.52
78169427;1993;11;0.87;68124680;0.75;2484949;1;1996;3;4842;200;4.13;156;3.22
88106466;1996;2;0.81;78153703;0.62;1841142;1;1998;12;6334;288;4.55;215;3.39
88109474;1996;6;0.5;78145724;0;9042348;1;1999;3;6108;262;4.3;211;3.45
88116399;1997;3;0.81;68172616;0.62;9059549;1;1999;8;7778;335;4.3;230;2.96
88118956;1997;4;0.81;681248213;0.62;1464142;1;1999;7;7052;282;4;233;3.3
78193407;1994;10;0.76;78153703;0.62;576344;0.9;1997;9;7349;282;3.84;241;3.28
88116409;1996;12;0.84;68102699;0.68;1464142;1;1999;9;8442;338;4.01;270;3.2
88119001;1997;8;0.72;781909488;0.5;7208742;0.95;2000;3;7029;320;4.55;223;3.17
78190964;1994;7;0.56;68102742;0.37;6818718;0.75;1997;9;6355;261;4.1;205;3.23
78193436;1995;1;0.94;68102634;0.87;6114146;1;1997;8;5357;249;4.64;183;3.42
88118933;1997;5;0.82;78169482;0.65;1464142;1;1999;7;5168;201;3.88;166;3.21
88109499;1996;10;0.86;781683367;0.72;1464142;1;1999;5;4692;228;4.85;162;3.45
78190920;1994;10;0.72;78150390;0.68;583701;0.75;1997;9;6601;311;4.71;228;3.46
88116395;1997;3;0.75;68124736;0.5;1464142;1;1999;9;5874;253;4.3;180;3.06
78193468;1994;12;0.81;68102820;0.62;1841142;1;1997;3;4044;186;4.6;121;3
88102933;1995;10;0.87;68172596;0.75;1464142;1;1998;6;5557;250;4.5;192;3.46
78190993;1994;11;0.65;78145747;0.75;583501;0.56;1997;3;6675;271;4.06;195;2.92
78199377;1995;3;0.62;78146595;0.68;583501;0.56;1997;11;6501;257;3.95;209;3.21
78168346;1993;3;0.72;68102839;0.56;1335145;0.87;1995;12;4479;217;4.83;147;3.29
88109540;1996;6;0.5;78168398;0;42348;1;1999;1;5762;264;4.57;210;3.65
88102920;1996;1;0.84;78146592;0.68;9057741;1;1998;6;6204;247;3.99;207;3.33
88109502;1996;3;0.5;68102887;0;9042443;1;1998;7;6163;248;4.02;195;3.17
88102850;1995;11;0.62;68102881;0.25;1841142;1;1998;7;5248;222;4.22;172;3.28
88109556;1996;9;0.72;78186865;0.56;712744;0.87;1999;2;6923;262;3.79;223;3.22
78193430;1994;12;0.75;68172596;0.75;1840910;0.75;1997;9;5316;261;4.92;188;3.53
78186957;1994;4;0.81;68124920;0.87;571811;0.75;1997;5;4643;216;4.65;146;3.14
88116357;1996;11;0.81;78146565;0.62;1840910;0.75;1999;3;7288;320;4.39;236;3.24
78190911;1994;9;0.87;58101658;0.75;9013393;1;1997;9;8051;334;4.14;268;3.33
88109532;1996;5;0.62;68153713;0.25;9042348;1;1998;12;5757;276;4.8;196;3.4
78190999;1994;12;0.59;68124804;0.43;1840910;0.75;1997;8;6038;276;4.57;191;3.16
88109488;1996;6;0.93;78140741;0.87;9042348;1;1999;7;8774;398;4.53;284;3.24
78193348;1995;1;0.81;68102642;0.62;6114146;1;1997;9;5815;242;4.17;183;3.14
78193433;1994;12;0.56;78145745;0.56;583501;0.56;1997;9;5573;244;4.39;195;3.5
88102841;1995;4;0.86;78133972;0.7;6114146;1;1997;11;6874;289;4.2;212;3.09
78199380;1995;1;0.62;68102814;0.75;1248615;0.5;1998;4;5790;264;4.57;192;3.31
88109472;1996;5;0.84;68102658;0.68;9042443;1;1999;1;6838;347;5.08;239;3.5
78169494;1993;12;0.5;78153749;0;2485248;1;1996;4;5405;215;3.97;175;3.23
78186910;1994;1;0.72;78141682;0.62;556209;0.81;1996;9;5416;251;4.64;175;3.23
88106421;1995;12;0.81;68124937;0.62;9057646;1;1998;7;6931;328;4.73;237;3.42
78141664;1991;2;0.68;68102655;0.62;2134615;0.75;1994;3;4354;165;3.8;130;2.99
88116370;1996;11;0.75;68124983;0.5;1464142;1;1999;6;6572;294;4.48;215;3.27
88118969;1997;5;0.81;68192412;0.62;3786844;1;1999;8;6878;223;4.58;176;3.61
88106386;1996;1;0.75;68172625;0.5;9057646;1;1998;12;8312;365;4.39;288;3.46
88102882;1995;9;0.81;78168382;0.87;583701;0.75;1998;10;8611;328;3.81;284;3.3
88116430;1997;1;0.93;78140736;0.87;1464142;1;1999;9;6331;310;4.89;208;3.28
88109481;1996;3;0.81;78133983;0.87;1840910;0.75;1999;3;7876;355;4.51;265;3.37
88118951;1997;3;0.75;58102389;0.5;1464142;1;1999;9;6981;265;3.79;216;3.1
88116356;1996;11;0.94;68124700;0.87;1464142;1;1999;7;8301;356;4.29;253;3.05
78199431;1995;6;0.79;78146571;0.58;9034648;1;1998;6;5535;212;3.83;183;3.31
88109483;1996;4;0.75;58102344;0.75;1840910;0.75;1998;12;6258;314;5.02;218;3.49
88109512;1996;6;0.82;78161791;0.65;9042443;1;1999;3;6486;264;4.07;220;3.39
88109508;1996;4;0.68;78169551;0.62;583701;0.75;1998;12;6770;284;4.19;211;3.11
88106413;1996;3;0.93;78141665;0.87;1841142;1;1999;2;6011;256;4.26;178;2.96
88102877;1995;8;0.75;68156252;0.5;1841142;1;1998;2;7464;314;4.21;258;3.46
78199429;1995;5;0.87;68124684;0.75;9034648;1;1998;1;7204;289;4.01;240;3.33
88116343;1996;8;0.76;78169496;0.65;712744;0.87;1999;3;6456;227;3.52;212;3.28
88106382;1995;12;0.68;68102789;0.37;1841142;1;1998;7;7550;274;3.63;242;3.21
78199445;1995;3;0.81;68124751;0.62;1841142;1;1997;11;5687;266;3.98;217;3.25
88118932;1997;5;0.89;78168332;0.78;146142;1;1999;9;6233;263;4.22;209;3.35
88102893;1995;10;0.81;78150397;0.62;9057646;1;1998;6;5751;267;4.64;195;3.39
78193465;1994;12;0.69;78146582;0.81;583501;0.56;1997;11;8136;271;3.33;243;2.99
78193439;1995;2;0.62;68153650;0.25;1841142;1;1997;11;7078;294;4.15;232;3.28
78199411;1995;5;0.62;68124771;0.5;1840910;0.75;1997;1;6460;284;4.4;217;3.36
78193461;1994;12;0.44;78193420;0;563949;0.87;1998;1;6501;257;3.95;203;3.12
88102879;1995;8;0.68;68102755;0.37;1841142;1;1998;2;6640;224;3.37;213;3.21
88102927;1995;10;0.75;78141548;0.5;1841142;1;1998;2;4926;200;4.06;175;3.55
88102934;1995;10;0.87;68102689;0.75;9034146;1;1998;6;6262;247;3.94;218;3.48
88102887;1995;9;0.75;68124913;0.5;1841142;1;1998;8;6376;269;4.21;210;3.29
78199413;1995;6;0.65;78133939;0.81;1248615;0.5;1998;12;7636;278;3.64;250;3.28
88106417;1996;3;0.86;78150319;0.72;1841142;1;1998;1;7184;293;4.08;231;3.22
88116347;1996;9;0.81;78169596;0.75;712744;0.87;1999;1;7834;320;4.08;254;3.24
88109477;1996;7;0.87;78141606;0.75;1841142;1;1999;1;7181;295;4.11;234;3.26
88116428;1997;1;0.86;78161768;0.72;1464142;1;1999;1;6973;304;4.36;230;3.3
88109534;1996;5;0.82;78141676;0.64;9042348;1;1999;1;6150;307;4.99;230;3.74
88106473;1996;3;0.7;78141534;0.4;9042348;1;1999;2;6014;269;4.48;213;3.54
88109535;1996;5;0.81;68102619;0.62;9042348;1;1999;1;7815;334;4.27;258;3.3
88106438;1996;3;0.91;781339730;0.81;1841142;1;1999;2;7772;342;4.4;274;3.53
88106436;1996;5;0.75;78153793;0.5;9057646;1;1999;1;7572;324;4.28;265;3.5
88109467;1996;4;0.87;68124646;0.75;9042348;1;1999;1;6968;276;3.96;240;3.44
88109536;1996;6;0.5;78168319;0;9042348;1;1999;1;6106;282;4.62;216;3.53
78141629;1990;12;0.5;48108053;0;2468349;1;1993;1;3652;141;3.87;108;2.96
78146538;1992;1;0.75;58101643;0.5;2485248;1;1994;10;5219;197;3.78;162;3.11
88102903;1995;9;0.62;78161747;0.5;583701;0.75;1998;7;4961;182;3.67;150;3.03
88116362;1996;8;0.62;78169547;0.37;712744;0.87;1999;6;4128;171;4.15;127;3.07
78140745;1992;9;0.62;68102645;0.5;2170211;0.75;1995;12;5255;216;4.12;158;3
78199372;1995;2;0.75;68102818;0.5;1841142;1;1998;2;4559;210;4.61;146;3.2
78169472;1993;3;0.75;68102557;0.62;895342;0.87;1995;11;3194;134;4.21;103;3.23
88116385;1996;11;0.87;781465094;0.75;1464142;1;1999;8;4669;209;4.47;139;2.97
78167308;1992;9;0.56;68124861;0.5;2154516;0.62;1995;10;5091;225;4.42;165;3.24
78141642;1991;4;0.62;58101735;0.5;2131013;0.75;1993;10;3825;152;3.97;124;3.25
78146572;1992;3;0.56;68102835;0.5;2154516;0.62;1994;10;4673;201;4.29;157;3.36
78193434;1994;12;0.71;78150366;0.87;583501;0.56;1997;10;5691;261;4.58;180;3.17
88106412;1996;3;0.75;78150388;0.5;1841142;1;1999;4;4280;172;4.02;128;2.98
78146515;1991;12;0.5;68102674;0.25;2134615;0.75;1995;4;4693;219;4.68;160;3.4
88102939;1995;12;0.71;78168341;0.68;583701;0.75;1998;9;5640;255;4.52;175;3.1
78186952;1994;3;0.73;78141555;0.56;576344;0.9;1996;9;4206;151;3.59;122;2.89
88102884;1995;9;0.72;78169478;0.7;583701;0.75;1998;7;4739;255;5.38;159;3.36
88109543;1996;7;0.75;78186875;0.75;710302;0.75;1999;8;4449;201;4.51;137;3.07
78186894;1994;4;0.75;68153608;0.5;546745;1;1997;4;3872;185;3.91;123;3.18
78169561;1993;7;0.62;68102260;0.75;6764619;0.5;1996;1;4531;161;3.54;130;2.86
78168363;1993;6;0.37;68124893;0;6823911;0.75;1996;2;4369;182;4.16;135;3.08
88118960;1997;4;0.85;78168369;0.71;1464142;1;1999;9;4647;210;4.53;143;3.07
88106432;1996;2;0.81;78141658;0.87;1840910;0.75;1999;1;5817;252;4.33;166;2.86
78168310;1992;12;0.62;68102401;0.5;6795718;0.75;1996;2;4024;171;4.25;126;3.12
88109480;1996;8;0.88;78169442;0.89;712744;0.87;1999;7;5235;225;4.31;211;3.09
78193394;1994;10;0.45;78190960;0;576344;0.9;1997;9;3560;152;4.28;105;2.96
78169553;1993;7;0.68;68156252;0.62;6823911;0.75;1996;2;3812;142;3.75;116;3.05
78150363;1991;9;0.87;58101661;0.75;2468349;1;1994;10;4386;191;4.35;142;3.23
88102861;1995;5;0.62;68153713;0.25;1841142;1;1998;2;4261;181;4.24;131;3.08
78153732;1991;12;0.5;68172617;0.25;2131013;0.75;1994;5;4237;163;3.85;136;3.21
88106434;1996;2;0.81;68124981;0.87;1840910;0.75;1999;1;5168;249;4.82;171;3.3
78169598;1993;12;0.87;68124707;0.75;2485248;1;1996;8;4885;209;4.27;146;2.98
78153722;1991;11;0.75;58101974;0.5;2468349;1;1994;2;2773;109;3.94;88;3.16
78146587;1992;2;0.68;68172580;0.37;3673442;1;1994;12;4141;145;3.51;125;3.01
88116402;1996;10;0.56;781415219;0.37;1840910;0.75;1999;12;5332;257;4.83;170;3.19
88116400;1997;4;0.78;78133901;0.62;9059549;1;1999;10;5232;225;4.3;159;3.03
88118962;1997;3;0.56;78153736;0.37;1840910;0.75;1999;10;4360;183;4.19;130;2.98
78146533;1992;1;0.56;68172533;0.25;2169042;0.87;1994;3;3541;130;3.68;114;3.23
88116412;1997;1;0.74;78168385;0.73;1840910;0.75;1999;8;3925;180;4.59;118;3
88109530;1996;5;0.68;68124827;0.62;1840910;0.75;1999;1;4889;195;3.98;163;3.34
88116384;1996;11;0.94;781416574;0.87;9059349;1;1999;11;4928;217;4.4;147;2.98
78141565;1991;3;0.5;58102225;0.5;2130819;0.5;1994;10;5067;200;3.96;168;3.32
88118944;1997;2;0.87;78153768;0.75;1464142;1;1999;11;5540;267;4.82;171;3.08
88109550;1996;9;0.7;78169462;0.53;712744;0.87;1999;11;4748;217;4.57;149;3.13
88102847;1995;7;0.53;68124976;0.56;1248615;0.5;1998;2;5065;194;3.84;141;2.78
78199391;1995;2;0.28;78190930;0;583501;0.56;1997;11;4844;224;4.63;147;3.03
78199453;1995;4;0.81;68124974;0.62;1841142;1;1998;3;4495;177;3.93;137;3.05
88106471;1996;3;0.68;68102706;0.37;1841142;1;1998;7;4975;198;3.99;156;3.14
88102940;1995;12;0.81;68102479;0.62;1841142;1;1998;12;4779;188;3.94;147;3.07
78199432;1995;6;0.81;78141632;0.62;9034648;1;1999;2;5791;259;4.48;179;3.09
78186885;1991;1;0;1;0;1;0;1994;2;3847;146;3.79;118;3.08
88102900;1995;11;0.87;78133980;0.75;9057646;1;1998;9;5177;229;4.43;167;3.22
78199363;1995;2;0.64;68102796;0.53;1840910;0.75;1997;9;4734;205;4.33;132;2.79
78199457;1995;5;0.5;78169583;0;1841142;1;1998;3;4390;184;4.19;137;3.12
88102859;1996;1;0.81;681026093;0.63;6114146;1;1999;3;5394;255;4.73;168;3.11
78199364;1995;2;0.84;68102429;0.68;1841142;1;1998;9;6395;242;3.78;198;3.09
78199397;1995;3;0.65;68124858;0.81;1248615;0.5;1997;12;5037;209;4.15;150;2.97
88116424;1996;12;0.93;78153752;0.87;1464142;1;1999;11;5594;256;4.58;169;3.03
88116358;1996;11;0.5;78153744;0;1464142;1;1999;5;4882;188;3.86;146;3
78140714;1992;5;0.68;68172649;0.62;2170211;0.75;1995;3;4181;160;3.82;134;3.21
88106462;1996;2;0.71;68124953;0.43;1841142;1;1998;7;4373;175;4.01;139;3.17
88118963;1997;3;0.87;781695128;0.75;1464142;1;1999;9;4323;187;4.33;128;2.97
78193470;1995;1;0.75;68114749;0.5;1841142;1;1997;3;3815;146;3.84;111;2.9
88106423;1995;12;0.71;78140731;0.68;712744;0.75;1999;1;4244;195;4.59;135;3.17
78145735;1991;9;0.56;68102763;0.5;2154516;0.62;1994;2;3385;140;4.15;107;3.17
78193435;1994;12;0.53;78153793;0.5;583510;0.56;1997;11;6518;285;4.38;200;3.07
88116365;1996;8;0.75;78186925;0.75;710302;0.75;1999;8;5001;230;4.61;162;3.23
78190952;1994;7;0.62;68102635;0.5;9818718;0.75;1997;9;5529;237;4.3;171;3.09
78193431;1994;12;0.75;68172604;0.75;1840910;0.75;1998;5;5277;246;4.66;172;3.25
88106395;1996;1;0.37;78190928;0;1840910;0.75;1998;7;5007;215;4.3;147;2.93
78153749;1989;1;0;2;0;2;0;1992;4;4709;186;3.95;136;2.88
88116408;1996;12;0.37;78193420;0;1840910;0.75;1999;11;5269;252;4.78;172;3.27
88109465;1996;3;0.71;68102592;0.43;9042443;1;1999;2;5267;215;4.08;165;3.13
78199400;1995;2;0.84;68124999;0.68;1841142;1;1998;3;4609;175;3.8;136;2.94
78190980;1994;11;0.59;78146581;0.31;563949;0.87;1997;11;4294;193;4.49;128;2.97
78168332;1993;1;0.78;68124690;0.75;556209;0.81;1995;5;4545;169;3.73;146;3.21
88118961;1997;3;0.68;78146533;0.62;1840910;0.75;1999;8;3870;171;4.41;118;3.05
78199444;1995;3;0.87;68153635;0.75;6114146;1;1998;3;3745;141;3.76;116;3.11
78193411;1994;11;0.62;68156396;0.5;1840910;0.75;1997;9;3483;150;4.32;103;2.97
78141507;1990;11;0.25;78153764;0;2451615;0.5;1993;8;2688;105;3.92;89;3.32
78146544;1992;2;0.81;58102471;0.62;2485248;1;1995;4;4275;170;3.98;134;3.14
78146595;1992;3;0.68;68124806;0.75;2154516;0.62;1995;3;4804;207;4.32;163;3.39
78186936;1994;4;0.37;78168302;0;6818718;0.75;1996;9;4429;184;4.16;131;2.95
78193442;1994;12;0.81;68172694;0.62;2467145;1;1997;8;3651;171;4.68;116;3.19
78146551;1992;1;0.75;68172603;0.75;2170211;0.75;1994;3;3333;127;3.8;104;3.12
68102823;1989;7;0.5;48108099;0.5;4163812;0.5;1991;9;4863;208;4.28;147;3.02
88109505;1996;4;0.9;78145750;0.81;9042348;1;1999;1;5377;236;4.39;168;3.13
78199405;1995;3;0.87;68124924;0.75;1841142;1;1997;11;5063;212;4.19;150;2.96
78146558;1992;2;0.87;58101656;0.75;2485048;1;1994;11;5199;184;3.53;154;2.96
78169559;1993;7;0.62;58102286;0.5;6823914;0.75;1996;4;5820;256;4.41;172;2.95
78193471;1995;1;0.75;58102383;0.5;1841142;1;1997;11;4733;208;4.4;142;2.99
88109528;1996;5;0.5;78153715;0;1841142;1;1998;7;4913;195;4.42;141;3.19
78190996;1994;12;0.56;78141642;0.62;6014110;1;1997;3;3769;147;3.91;114;3.02
88102925;1995;10;0.5;781683626;0.25;583701;0.75;1999;3;5303;274;5.17;172;3.24
78199376;1995;3;0.87;68124902;0.75;1841142;0.1;1998;5;5940;247;4.16;194;3.26
88102890;1995;10;0.72;78168361;0.7;583701;0.75;1999;2;4258;204;4.78;134;3.15
78169456;1993;8;0.43;68172418;0.12;6796712;0.75;1996;2;4060;169;4.17;130;3.21
78190956;1994;7;0.37;78169563;0;6818719;0.75;1997;9;4154;177;4.27;135;3.24
88102873;1995;8;0.75;68102566;0.5;1841142;1;1998;6;5125;200;3.91;161;3.14
88116376;1996;12;0.81;78146532;0.87;1840910;0.75;1999;11;4687;214;4.56;137;2.93
88102896;1995;11;0.75;78141573;0.5;9034648;1;1998;8;5272;250;4.73;182;3.45
88102853;1995;12;0.86;78169477;0.84;712744;0.87;1999;1;5050;264;5.24;169;3.34
78199446;1995;3;0.87;68102483;0.75;1841142;1;1998;3;4197;153;3.65;118;2.82
88102889;1995;10;0.75;78168334;0.75;583701;0.75;1998;8;4960;223;4.49;158;3.18
88106474;1996;3;0.81;78140747;0.62;9042348;1;1998;7;4810;190;3.94;152;3.16
78199402;1995;2;0.87;78140741;0.87;2469343;0.87;1998;2;4304;196;4.56;141;3.27
88116361;1996;8;0.75;78186938;0.75;710302;0.75;1999;8;3518;253;4.76;164;3.08
78193473;1995;1;0.75;68124941;0.5;1841142;1;1997;11;6051;252;4.17;190;3.14
78193464;1994;12;0.43;78193463;0;563949;0.87;1998;2;6556;233;3.56;188;2.86
88102849;1995;11;0.81;681726994;0.62;1841142;1;1999;3;5208;214;4.1;170;3.27
88116416;1997;1;0.71;78169536;0.43;1464142;1;1999;7;4662;213;4.56;141;3.02
88102894;1995;10;0.75;68102850;0.5;9034146;1;1998;6;4258;197;4.69;146;3.48
88106414;1996;3;0.81;78169427;0.87;583701;0.75;1999;3;4775;223;4.67;151;3.16
78199409;1995;4;0.65;78167312;0.75;583501;0.56;1997;8;2974;137;4.61;91;3.06
78168355;1993;3;0.43;78161733;0;1335145;0.87;1995;10;3748;152;4.06;115;3.08
78140746;1992;9;0.62;58102099;0.5;2170211;0.75;1995;11;3805;148;3.89;122;3.2
88109553;1996;9;0.75;78190903;0.75;710302;0.75;1999;2;4430;199;4.48;134;3.03
78199436;1995;7;0.93;78153757;0.86;1841142;1;1998;2;5674;247;4.36;179;3.16
78193474;1995;1;0.68;78141521;0.37;1841142;1;1998;2;4461;193;4.32;142;3.18
88106470;1996;3;0.5;78190925;0;1841142;1;1998;7;3780;162;4.28;124;3.27
88116403;1996;10;0.75;78190950;0.75;710302;0.75;1999;7;4435;195;4.4;139;3.13
88109475;1996;6;0.87;781503038;0.75;1841142;1;1999;8;4510;205;4.54;145;3.22
78169512;1993;7;0.62;68124917;0.5;5804519;0.75;1996;3;4642;215;4.62;159;3.43
88116431;1997;1;0.5;78190970;0;1464142;1;1999;7;4352;190;4.37;132;3.03
88116363;1996;8;0.62;78169549;0.37;712744;0.87;1999;12;4780;250;5.24;158;3.3
78168375;1993;1;0.68;68124774;0.62;2160913;0.75;1995;9;4244;186;4.38;131;3.09
88102865;1995;5;0.5;78168319;0;1841142;1;1998;7;4003;185;4.61;123;3.07
78199378;1995;3;0.62;78140714;0.68;583501;0.56;1998;2;4994;211;4.22;151;3.03
88116359;1996;11;0.68;78141546;0.37;1464142;1;1999;8;4956;214;4.32;152;3.06
78193385;1994;9;0.6;78153726;0.62;576344;0.9;1997;8;5089;232;4.56;163;3.2
78190982;1994;10;0.68;78150361;0.62;583701;0.75;1997;11;4322;194;4.5;124;2.88
78169475;1993;3;0.47;58102456;0;4472340;0.94;1995;10;3566;175;4.89;121;3.99
78190924;1994;7;0.43;68172450;0.12;571811;0.75;1997;8;5396;236;4.37;161;2.98
78190953;1994;7;0.75;68102578;0.75;6818718;0.75;1997;10;5125;245;4.79;168;3.27
88102854;1995;12;0.73;68124804;0.43;1841142;1;1999;1;5251;234;4.45;155;2.96
78167345;1993;1;0.62;68153775;0.5;2170211;0.75;1995;9;4535;202;4.46;146;3.21
88116435;1997;2;0.84;78146592;0.68;1464142;1;1999;8;4957;226;4.56;148;2.98
88116407;1996;12;0.81;78146502;0.62;1840910;0.75;1999;11;5170;241;4.67;153;2.95
88109476;1996;6;0.5;78141624;0;1841142;1;1999;8;4733;208;4.4;146;3.09
88116433;1997;2;0.78;68124985;0.56;1464142;1;1999;11;4429;179;4.44;147;3.31
88116425;1996;12;0.93;78133987;0.87;1464142;1;1999;11;5075;238;4.7;150;2.95
88116374;1996;12;0.56;781537029;0.37;1840910;0.75;1999;11;3680;189;5.15;114;3.12
78193420;1992;6;0;3;0;3;0;1994;12;3835;153;3.99;125;3.27
88109537;1996;6;0.81;68124991;0.62;9042348;1;1999;3;4922;228;4.64;162;3.29
88118935;1997;5;0.86;78169409;0.71;3786344;1;1999;8;4159;190;4.58;129;3.11
78193382;1994;9;0.6;78150309;0.37;576344;0.9;1997;9;4270;181;4.23;139;3.25
88116346;1996;9;0.78;78186869;0.68;712744;0.87;1999;11;5781;239;4.14;181;3.13
88106388;1995;12;0.62;78161728;0.5;583701;0.75;1998;8;5130;231;4.51;166;3.24
78169438;1993;12;0.81;68102642;0.62;9013448;1;1996;3;4520;184;4.07;149;3.3
88109538;1996;6;0.68;68124672;0.37;9042348;1;1999;1;4372;228;5.21;145;3.31
88118966;1997;4;0.93;78141658;0.87;9059549;1;1999;8;4330;182;4.21;129;2.99
78199425;1995;3;0.71;78140736;0.87;583501;0.56;1998;11;4827;199;4.12;153;3.17
78169409;1993;9;0.71;68124937;0.62;556209;0.81;1996;2;4280;209;4.88;140;3.28
78193478;1995;1;0.62;68124794;0.12;1841142;1;1997;11;4651;185;3.98;154;3.32
78193453;1995;1;0.59;78140713;0.62;583501;0.56;1998;3;5467;210;3.83;161;2.94
78193403;1994;10;0.5;78161716;0;5441348;1;1997;11;4668;182;3.91;154;3.29
78169592;1993;10;0.56;68102797;0.37;6826914;0.75;1996;8;2767;123;4.43;92;3.32
88116396;1997;3;0.75;68124682;0.75;1840910;0.75;1999;8;3783;169;4.48;120;3.16
78150388;1991;12;0.5;68156277;0;2468349;1;1994;10;5003;182;3.63;154;3.07
88109554;1996;9;0.72;78186884;0.7;710302;0.75;1999;1;4875;186;3.81;150;3.07
78153716;1991;10;0.28;58101808;0.06;2130819;0.5;1994;3;3847;150;3.9;128;3.33
88109560;1996;10;0.5;78133909;0.25;1840910;0.75;1999;7;3821;171;4.47;118;3.09
88106463;1996;2;0.62;78150399;0.5;1840910;0.75;1998;8;3985;185;4.63;136;3.37
78168303;1992;12;0.62;68124796;0.5;2160913;0.75;1995;10;5200;217;4.17;152;2.93
88106427;1996;1;0.81;68124860;0.62;9057646;1;1998;8;4746;203;4.27;154;3.25
88102914;1995;12;0.79;78168346;0.71;712744;0.87;1999;1;5383;249;4.63;167;3.1
88116341;1996;8;0.75;78153732;0.5;1841142;1;1999;11;5794;237;4.1;173;2.99
88102936;1995;11;0.65;78193406;0.31;9034648;1;1998;7;5003;246;4.92;174;3.47
78186865;1994;1;0.56;68102706;0.37;6823911;0.75;1996;9;4992;189;3.78;140;2.8
88116373;1996;12;0.76;48134489;0.5;1464142;1;1999;11;4061;186;4.57;123;3.04
88116414;1997;1;0.37;78186893;0;1840910;0.75;1999;11;4246;190;4.48;132;3.11
78140782;1992;4;0.43;68172390;0.62;2408;0.25;1995;1;3929;138;3.52;119;3.02
78186950;1994;3;0.86;78153721;0.82;576344;0.9;1996;9;3900;170;4.36;115;2.95
78186933;1994;4;0.68;68172304;0.62;6818718;0.75;1996;8;3581;134;3.74;108;3.02
88109552;1996;9;0.5;78190958;0;1841142;1;1999;3;5344;235;4.4;154;2.88
88106453;1996;2;0.75;68102818;0.5;1841142;1;1998;9;3959;201;5.07;128;3.24
78169444;1994;3;0.65;68102839;0.56;571811;0.75;1996;8;3681;154;4.19;110;2.98
88102909;1995;11;0.62;78161768;0.72;583701;0.75;1999;3;4886;252;5.16;150;3.08
78169548;1994;3;0.5;68139804;0.25;571811;0.75;1996;7;3440;143;4.17;102;2.96
88106396;1996;1;0.62;68153775;0.5;1840910;0.75;1998;8;4590;234;5.09;156;3.39
78186869;1994;2;0.68;68124878;0.37;2485143;1;1996;9;5700;198;3.47;157;2.76
78186960;1994;5;0.62;68124746;0.5;6818718;0.75;1996;8;4186;162;3.86;114;2.72
88109545;1996;8;0.84;78186874;0.82;712744;0.87;1999;7;4502;194;4.31;128;2.85
78186951;1994;3;0.79;78150384;0.68;576344;0.9;1997;5;4093;176;4.3;120;2.9
78186890;1994;3;0.72;78133972;0.7;571811;0.75;1996;8;3727;159;4.26;106;2.85
78190948;1994;6;0.5;68156244;0.25;6818718;0.75;1996;9;4007;165;4.11;121;3.01
78186877;1994;2;0.7;68172319;0.6;571811;0.75;1996;8;3585;144;4.02;106;2.95
78169462;1993;9;0.53;78133954;0.25;556209;0.81;1996;9;3637;170;4.68;119;3.27
78186872;1994;2;0.64;68153675;0.53;6823914;0.75;1996;8;3252;136;4.18;97;2.98
78168391;1993;1;0.65;68124749;0.5;556209;0.81;1995;10;3845;171;4.46;117;3.03
78199374;1995;3;0.87;68124745;0.75;6114146;1;1998;3;6239;275;4.41;182;2.91
88102917;1995;12;0.56;48134735;0.12;9057741;1;1998;7;4524;199;4.4;138;3.03
78190941;1994;5;0.76;78141513;0.62;576344;0.9;1997;4;4567;211;4.63;135;2.96
78190912;1994;9;0.7;78146585;0.5;576341;0.9;1997;4;4239;173;4.08;118;2.78
78186864;1994;1;0.81;68124816;0.87;6823911;0.75;1997;5;3533;147;4.16;100;2.84
88116417;1997;2;0.5;78169589;0;1464142;1;1999;11;5146;233;4.53;162;3.15
78190943;1994;5;0.5;48152955;0.25;6818718;0.75;1997;4;4235;173;4.08;110;2.6
88116406;1996;12;0.81;68102820;0.62;1464142;1;1999;12;5422;243;4.48;168;3.09
88102898;1995;11;0.75;68124736;0.5;9057646;1;1998;7;5482;241;4.4;166;3.02
78199449;1995;4;0.93;68124816;0.87;1841142;1;1997;9;5072;225;4.44;165;3.25
78190975;1994;10;0.56;78153790;0.56;583501;0.56;1997;4;3053;140;4.58;93;3.04
78190985;1994;10;0.52;78153786;0.5;583701;0.75;1997;5;4310;199;4.63;139;3.23
